ID,Title,Category Folder,Categories,Price,Primary Image,Secondary Image,Link
82-sofa,"RR-580",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(30).jpg","","https://wdtteapoy.wpengine.com/#prod580"
83-sofa,"RR-581",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(31).jpg","","https://wdtteapoy.wpengine.com/#prod581"
84-sofa,"RR-582",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(32).jpg","","https://wdtteapoy.wpengine.com/#prod582"
85-sofa,"RR-583",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(33).jpg","","https://wdtteapoy.wpengine.com/#prod583"
86-sofa,"RR-584",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(34).jpg","","https://wdtteapoy.wpengine.com/#prod584"
87-sofa,"RR-585",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(35).jpg","","https://wdtteapoy.wpengine.com/#prod585"
88-sofa,"RR-586",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(36).jpg","","https://wdtteapoy.wpengine.com/#prod586"
89-sofa,"RR-587",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(37).jpg","","https://wdtteapoy.wpengine.com/#prod587"
90-sofa,"RR-588",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(39).jpg","","https://wdtteapoy.wpengine.com/#prod588"
91-sofa,"RR-589",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(40).jpg","","https://wdtteapoy.wpengine.com/#prod589"
92-sofa,"RR-590",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(41).jpg","","https://wdtteapoy.wpengine.com/#prod590"
93-sofa,"RR-591",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(42).jpg","","https://wdtteapoy.wpengine.com/#prod591"
94-sofa,"RR-592",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(43).jpg","","https://wdtteapoy.wpengine.com/#prod592"
95-sofa,"RR-593",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(44).jpg","","https://wdtteapoy.wpengine.com/#prod593"
96-sofa,"RR-594",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/(45).jpg","","https://wdtteapoy.wpengine.com/#prod594"
97-sofa,"RR-595",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(46).jpg","","https://wdtteapoy.wpengine.com/#prod595"
98-sofa,"RR-596",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/%20(46).jpg","","https://wdtteapoy.wpengine.com/#prod596"
99-sofa,"RR-597",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/(47).png","","https://wdtteapoy.wpengine.com/#prod597"
100-sofa,"RR-598",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/(48).jpg","","https://wdtteapoy.wpengine.com/#prod598"
101-sofa,"RR-599",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/(49).png","","https://wdtteapoy.wpengine.com/#prod599"
102-sofa,"RR-600",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/prime/(50).png","","https://wdtteapoy.wpengine.com/#prod600"
103-sofa,"RR-601",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/1.jpg","","https://wdtteapoy.wpengine.com/#prod601"
104-sofa,"RR-602",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/2.jpg","","https://wdtteapoy.wpengine.com/#prod602"
105-sofa,"RR-603",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/3.jpg","","https://wdtteapoy.wpengine.com/#prod603"
106-sofa,"RR-604",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/4.jpg","","https://wdtteapoy.wpengine.com/#prod604"
107-sofa,"RR-605",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/5.jpg","","https://wdtteapoy.wpengine.com/#prod605"
108-sofa,"RR-606",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/6.jpg","","https://wdtteapoy.wpengine.com/#prod606"
109-sofa,"RR-607",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/7.jpg","","https://wdtteapoy.wpengine.com/#prod607"
110-sofa,"RR-608",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/8.jpg","","https://wdtteapoy.wpengine.com/#prod608"
111-sofa,"RR-609",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/9.jpg","","https://wdtteapoy.wpengine.com/#prod609"
112-sofa,"RR-610",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/10.jpg","","https://wdtteapoy.wpengine.com/#prod610"
113-sofa,"RR-611",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/11.jpg","","https://wdtteapoy.wpengine.com/#prod611"
114-sofa,"RR-612",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/12.jpg","","https://wdtteapoy.wpengine.com/#prod612"
115-sofa,"RR-613",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/13.jpg","","https://wdtteapoy.wpengine.com/#prod613"
116-sofa,"RR-614",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/14.jpg","","https://wdtteapoy.wpengine.com/#prod614"
117-sofa,"RR-615",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/15.jpg","","https://wdtteapoy.wpengine.com/#prod615"
118-sofa,"RR-616",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/16.jpg","","https://wdtteapoy.wpengine.com/#prod616"
119-sofa,"RR-617",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/17.jpg","","https://wdtteapoy.wpengine.com/#prod617"
120-sofa,"RR-618",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/18.jpg","","https://wdtteapoy.wpengine.com/#prod618"
121-sofa,"RR-619",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/19.jpg","","https://wdtteapoy.wpengine.com/#prod619"
122-sofa,"RR-620",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/20.jpg","","https://wdtteapoy.wpengine.com/#prod620"
123-sofa,"RR-621",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/21.jpg","","https://wdtteapoy.wpengine.com/#prod621"
124-sofa,"RR-622",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/22.jpg","","https://wdtteapoy.wpengine.com/#prod622"
125-sofa,"RR-623",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/23.jpg","","https://wdtteapoy.wpengine.com/#prod623"
126-sofa,"RR-624",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/24.jpg","","https://wdtteapoy.wpengine.com/#prod624"
127-sofa,"RR-625",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/25.jpg","","https://wdtteapoy.wpengine.com/#prod625"
128-sofa,"RR-626",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/26.jpg","","https://wdtteapoy.wpengine.com/#prod626"
129-sofa,"RR-627",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/27.jpg","","https://wdtteapoy.wpengine.com/#prod627"
130-sofa,"RR-628",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/28.jpg","","https://wdtteapoy.wpengine.com/#prod628"
131-sofa,"RR-629",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/29.jpg","","https://wdtteapoy.wpengine.com/#prod629"
132-sofa,"RR-630",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/30.jpg","","https://wdtteapoy.wpengine.com/#prod630"
133-sofa,"RR-631",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/31.jpg","","https://wdtteapoy.wpengine.com/#prod631"
134-sofa,"RR-632",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/32.jpg","","https://wdtteapoy.wpengine.com/#prod632"
135-sofa,"RR-633",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/33.jpg","","https://wdtteapoy.wpengine.com/#prod633"
136-sofa,"RR-634",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/34.png","","https://wdtteapoy.wpengine.com/#prod634"
137-sofa,"RR-635",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/35.jpg","","https://wdtteapoy.wpengine.com/#prod635"
138-sofa,"RR-636",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/36.jpg","","https://wdtteapoy.wpengine.com/#prod636"
139-sofa,"RR-637",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/37.jpg","","https://wdtteapoy.wpengine.com/#prod637"
140-sofa,"RR-638",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/38.jpg","","https://wdtteapoy.wpengine.com/#prod638"
141-sofa,"RR-639",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/39.jpg","","https://wdtteapoy.wpengine.com/#prod639"
142-sofa,"RR-640",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/40.jpg","","https://wdtteapoy.wpengine.com/#prod640"
143-sofa,"RR-641",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/41.jpg","","https://wdtteapoy.wpengine.com/#prod641"
144-sofa,"RR-642",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/42.jpg","","https://wdtteapoy.wpengine.com/#prod642"
145-sofa,"RR-643",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/43.jpg","","https://wdtteapoy.wpengine.com/#prod643"
146-sofa,"RR-644",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/44.png","","https://wdtteapoy.wpengine.com/#prod644"
147-sofa,"RR-645",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/45.png","","https://wdtteapoy.wpengine.com/#prod645"
148-sofa,"RR-646",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/46.png","","https://wdtteapoy.wpengine.com/#prod646"
149-sofa,"RR-647",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/47.png","","https://wdtteapoy.wpengine.com/#prod647"
150-sofa,"RR-648",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/48.png","","https://wdtteapoy.wpengine.com/#prod648"
151-sofa,"RR-649",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/49.png","","https://wdtteapoy.wpengine.com/#prod649"
152-sofa,"RR-650",sofa,"sofa","","https://wdtteapoy.wpengine.com/wp-content/uploads/2024/RRimage/sofa/delux/50.png","","https://wdtteapoy.wpengine.com/#prod650"
